{{-8.3724214704399*^-15, -0.000050682870140972513}, 
 {-0.038941495211348376, -0.00005168077121110565}, 
 {-0.07788299042269675, -0.00005252110895437566}, 
 {-0.11682448563404513, -0.00005357153113346318}, 
 {-0.1557659808453935, -0.0000546219533125507}, 
 {-0.19470747605674188, -0.00005567237549163821}, 
 {-0.23364897126809026, -0.00005672279767072572}, 
 {-0.27259046647943863, -0.000058298430939357}, 
 {-0.311531961690787, -0.0000593488531184445}, 
 {-0.3504734569021353, -0.00006039927529753201}, 
 {-0.38941495211348376, -0.00006144969747661952}, 
 {-0.4283564473248321, -0.00006250011965570704}, 
 {-0.4672979425361805, -0.00006407575292433831}, 
 {-0.5062394377475289, -0.00006512617510342583}, 
 {-0.5451809329588773, -0.0000667018083720571}, 
 {-0.5841224281702256, -0.0000677522305511446}, 
 {-0.623063923381574, -0.00006932786381977589}, 
 {-0.6620054185929224, -0.0000703782859988634}, 
 {-0.7009469138042707, -0.00007195391926749468}, 
 {-0.7398884090156191, -0.00007352955253612592}, 
 {-0.7788299042269675, -0.00007457997471521344}, 
 {-0.8177713994383159, -0.00007615560798384471}, 
 {-0.8567128946496642, -0.00007773124125247598}, 
 {-0.8956543898610126, -0.00007930687452110725}, 
 {-0.934595885072361, -0.00008088250778973852}, 
 {-0.9735373802837094, -0.00008245814105836981}, 
 {-1.0124788754950578, -0.00008403377432700106}, 
 {-1.051420370706406, -0.00008560940759563234}, 
 {-1.0903618659177545, -0.0000871850408642636}, 
 {-1.129303361129103, -0.00008928588522243863}, 
 {-1.1682448563404513, -0.0000908615184910699}, 
 {-1.2071863515517995, -0.00009243715175970117}, 
 {-1.246127846763148, -0.00009453799611787619}, 
 {-1.2850693419744965, -0.00009611362938650748}, 
 {-1.3240108371858448, -0.0000982144737446825}, 
 {-1.3629523323971933, -0.00010031531810285752}, 
 {-1.4018938276085413, -0.00010189095137148879}, 
 {-1.4408353228198898, -0.00010399179572966382}, 
 {-1.4797768180312383, -0.00010609264008783885}, 
 {-1.5187183132425865, -0.00010819348444601388}, 
 {-1.557659808453935, -0.0001102943288041889}, 
 {-1.5966013036652835, -0.00011239517316236393}, 
 {-1.6355427988766318, -0.00011449601752053896}, 
 {-1.67448429408798, -0.00011712207296825773}, 
 {-1.7134257892993283, -0.00011922291732643277}, 
 {-1.7523672845106768, -0.00012184897277415153}, 
 {-1.7913087797220253, -0.00012394981713232658}, 
 {-1.8302502749333736, -0.00012657587258004536}, 
 {-1.869191770144722, -0.0001286767169382204}, 
 {-1.9081332653560705, -0.00013130277238593917}, 
 {-1.9470747605674188, -0.00013392882783365794}, 
 {-1.986016255778767, -0.00013655488328137672}, 
 {-2.0249577509901155, -0.00013918093872909552}, 
 {-2.063899246201464, -0.00014233220526635803}, 
 {-2.102840741412812, -0.00014495826071407684}, 
 {-2.141782236624161, -0.0001475843161617956}, 
 {-2.180723731835509, -0.00015073558269905818}, 
 {-2.2196652270468573, -0.00015336163814677693}, 
 {-2.258606722258206, -0.00015651290468403947}, 
 {-2.297548217469554, -0.00015966417122130204}, 
 {-2.3364897126809026, -0.00016281543775856455}, 
 {-2.375431207892251, -0.00016596670429582712}, 
 {-2.414372703103599, -0.00016911797083308963}, 
 {-2.453314198314948, -0.00017279444845989594}, 
 {-2.492255693526296, -0.00017594571499715848}, 
 {-2.5311971887376443, -0.0001796221926239648}, 
 {-2.570138683948993, -0.0001827734591612273}, 
 {-2.6090801791603413, -0.0001864499367880336}, 
 {-2.6480216743716896, -0.0001901264144148399}, 
 {-2.6869631695830383, -0.0001938028920416462}, 
 {-2.7259046647943865, -0.00019800458075799627}, 
 {-2.7648461600057344, -0.00020168105838480255}, 
 {-2.8037876552170826, -0.00020588274710115262}, 
 {-2.8427291504284313, -0.0002095592247279589}, 
 {-2.8816706456397796, -0.00021376091344430897}, 
 {-2.920612140851128, -0.00021796260216065905}, 
 {-2.9595536360624766, -0.0002221642908770091}, 
 {-2.998495131273825, -0.0002263659795933591}, 
 {-3.037436626485173, -0.00023109287939925295}, 
 {-3.076378121696522, -0.00023581977920514674}, 
 {-3.11531961690787, -0.0002400214679214968}, 
