{{-1.5, 60312.876839350094, 1.2280269097236006*^-23}, 
 {-1.499, 60312.114725027204, 1.281336499010563*^-23}, 
 {-1.498, 60311.34072227928, 1.3369600346721254*^-23}, 
 {-1.497, 60310.554664245006, 1.3949979401244317*^-23}, 
 {-1.496, 60309.75638203966, 1.4555549961969822*^-23}, 
 {-1.495, 60308.94570473573, 1.518740530152154*^-23}, 
 {-1.494, 60308.12245934336, 1.5846686129014094*^-23}, 
 {-1.493, 60307.28647079082, 1.6534582647732712*^-23}, 
 {-1.492, 60306.43756190484, 1.7252336702040982*^-23}, 
 {-1.491, 60305.57555339069, 1.8001244017377427*^-23}, 
 {-1.49, 60304.700263812396, 1.8782656537383733*^-23}, 
 {-1.489, 60303.81150957272, 1.959798486236545*^-23}, 
 {-1.488, 60302.90910489297, 2.0448700793486918*^-23}, 
 {-1.487, 60301.992861792976, 2.1336339987270045*^-23}, 
 {-1.486, 60301.06259007059, 2.226250472519171*^-23}, 
 {-1.485, 60300.11809728138, 2.3228866803353683*^-23}, 
 {-1.484, 60299.15918871813, 2.4237170547440517*^-23}, 
 {-1.483, 60298.185667390244, 2.528923595838356*^-23}, 
 {-1.482, 60297.197334003045, 2.6386961994405237*^-23}, 
 {-1.481, 60296.19398693698, 2.753232999534432*^-23}, 
 {-1.48, 60295.17542222679, 2.8727407255433224*^-23}, 
 {-1.479, 60294.141433540484, 2.9974350750954745*^-23}, 
 {-1.478, 60293.091812158236, 3.127541102949601*^-23}, 
 {-1.477, 60292.02634695145, 3.263293626778989*^-23}, 
 {-1.476, 60290.944824361155, 3.4049376505461325*^-23}, 
 {-1.475, 60289.84702837708, 3.5527288062286854*^-23}, 
 {-1.474, 60288.73274051593, 3.706933814692678*^-23}, 
 {-1.473, 60287.60173980002, 3.867830966541794*^-23}, 
 {-1.472, 60286.453802735676, 4.0357106238089383*^-23}, 
 {-1.471, 60285.28870329161, 4.2108757433916836*^-23}, 
 {-1.47, 60284.106212877035, 4.3936424231750214*^-23}, 
 {-1.469, 60282.90610031997, 4.584340471822666*^-23}, 
 {-1.468, 60281.6881318453, 4.7833140032631534*^-23}, 
 {-1.467, 60280.45207105283, 4.9909220569398924*^-23}, 
 {-1.466, 60279.19767889511, 5.2075392449408607*^-23}, 
 {-1.465, 60277.92471365537, 5.433556427173105*^-23}, 
 {-1.464, 60276.63293092539, 5.669381415794895*^-23}, 
